order,author,Book_name,recommend,Reading_people,info,cover
74,沃尔特·艾萨克森,史蒂夫·乔布斯传,89.1%,741,史蒂夫·乔布斯是一位极具创造力的企业家，史蒂夫·乔布斯有如过山车般精彩的人生和犀利激越的性格，充满追求完美和誓不罢休的激情，史蒂夫·乔布斯创造出个人电脑、动画电影、音乐、手机、平板电脑以及数字出版等6大产业的颠覆性变革。史蒂夫·乔布斯的个性经常让周围的人愤怒和绝望，但其所创造出的产品也与这种个性息息相关，全然不可分割的，正如苹果的硬件和软件一样。两年多的时间，与史蒂夫·乔布斯40多次的面对面倾谈……,https://wfqqreader-1252317822.image.myqcloud.com/cover/327/217327/t6_217327.jpg
75,白先勇,台北人,87.3%,838,白先勇的《台北人》，是一本深具复杂性的作品。此书由十四个短篇小说构成，写作技巧各篇不同，长短也相异，每篇都能独立存在，而称得上是一流的短篇小说。但这十四篇聚合在一起，串联成一体，则效果遽然增加：不但小说之幅面变广，使我们看到社会之“众生相”，更重要的，由于主题命意之一再重复，与互相陪衬辅佐，使我们能更进一步深入了解作品之含义，并使我们得以一窥隐藏在作品内的作者之人生观与宇宙观。,https://wfqqreader-1252317822.image.myqcloud.com/cover/779/838779/t6_838779.jpg
76,卡勒德·胡赛尼,灿烂千阳,91.9%,697,《灿烂千阳》被称为女性版《追风筝的人》，胡塞尼再次以阿富汗战乱为背景，时空跨越三十年，用细腻感人的笔触描绘了阿富汗旧制度于新时代下苦苦挣扎的妇女，她们所怀抱的希望、爱情、梦想与所有的失落。私生女玛丽雅姆在父亲的宅院门口苦苦守候，回到家却看到因绝望而上吊自杀的母亲。那天是她十五岁的生日，而童年嘎然而止。玛丽雅姆随后由父亲安排远嫁喀布尔四十多岁的鞋匠拉希德，几经流产，终因无法生子而长期生活在家暴阴影之下。,https://wfqqreader-1252317822.image.myqcloud.com/cover/360/567360/t6_567360.jpg
77,梅耶·马斯克,人生由我,83.1%,1048,她15岁次登台，22岁结婚，31岁成为破产的单身母亲，随后辗转于3个国家的多个城市开展自己的事业，独立培养出3个出色的子女，同时获得了两个硕士学位。60多岁的她重返模特舞台，在头发变白的时候走红，69岁时，她的形象在美国时代广场独占4个广告牌。她是72岁的“网红”，是众多女性眼中的励志偶像，也许她最出名的标签是“硅谷钢铁侠”、特斯拉公司创始人埃隆·马斯克的母亲，但她更是自己人生的女王，她是梅耶·马斯克。 你很难想象，这样的她也曾因为害怕而多年默默忍受丈夫的家暴，身为令众人艳羡不已的超模却说自己衣品差，在看中名气和年龄的职场圈不断遭遇歧视，拥有成功的后半生但至今仍未遇到可与之共度余生的人。她并不是媒体塑造的“女性代言人”，事实上，就是这种人设给普通人制造了数不清的压力和困惑。这本书展现了一个女性是怎样逐步探索世界和重建自我的。 虽然人生困境重重，但成功的蜕变依然有法可循。梅耶在书中真诚地分享了关于美丽、职场、家庭、教育和健康等人生问题的经历和建议，我们或许无法避免遇到与之相似的困境，但可以像她一样积极应对。,https://wfqqreader-1252317822.image.myqcloud.com/cover/7/31934007/t6_31934007.jpg
78,刘慈欣,刘慈欣短篇科幻小说合集（28册）,93.8%,962,刘慈欣短篇科幻小说合集，共28册，包括《乡村教师》（电影《疯狂的外星人》故事来源）、《流浪地球》、（电影《流浪地球》原著小说）、《坍缩》、《西洋》、《光荣与梦想》、《信使》、《命运》、《微观尽头》、《微纪元》、《混沌蝴蝶》、《镜子》、《欢乐颂》、《天使时代》、《鲸歌》、《地火》、《纤维》、《圆圆的肥皂泡》、《白垩纪往事》、《太原之恋》、《创世纪》、《2018年4月1日》、《中国太阳》、《海水高山》、《山》、《诗云》、《地球大炮》、《吞食者》、《梦之海》。,https://wfqqreader-1252317822.image.myqcloud.com/cover/331/27423331/t6_27423331.jpg
79,叶真中显,绝叫（同名日剧原著）,92.7%,2153,罗翔推荐。长达四十年的恶女编年史，被网友称为“被嫌弃的阳子的黑化”、“更现实版的《都挺好》”。铃木阳子死了，死在独居的公寓里。正确说来，是铃木阳子几个月前死了。因为发现她时，遗体不但遭到屋内的十一只猫啃食殆尽，连猫也全数饿死了。铃木阳子显然是“孤独死”的最佳范例，但这名女子为何落到这步田地？她的亲人、朋友、同事在哪里？她的人生轨迹又是怎样的？本书以两起相对独立的死亡事件为线索，牵出了三起相互交织的案件，讲述了女主人公阳子在时代裹挟中的个人挣扎，从平庸一步步滑落到不可救药的深渊。故事发生在2014年的日本都市。本书分为三条线：第一条线是“中年女子孤独死”案，从发现女尸开始，叙述女警绫乃的调查过程，逐渐揭露女主人公阳子的人生。第二条线从“非营利组织头目死亡”案开始。看似无关的两个案件逐渐交会，交织出真象。第三条线以第二人称叙述阳子的人生经历，从阳子童年时期开始，到女尸被发现为止，细腻地描写了阳子的成长变化和被社会吞噬的过程。,https://wfqqreader-1252317822.image.myqcloud.com/cover/909/33483909/t6_33483909.jpg
80,曹天元,上帝掷骰子吗？：量子物理史话（升级版）,90.1%,710,本书回顾量子论从无到有发展的风云录，从18世纪开始，直到21世纪，一批科学巨人开始颠覆传统物理学大厦，为了宇宙的终极理论而战，大大改变了人类发展的历史。你会知道：1.用武侠小说般的语言，清晰勾勒量子物理发展风云录。2.量子究竟是什么，为什么说量子论是上帝在掷骰子？3.对双缝干涉实验、薛定谔的猫、量子纠缠、多重宇宙等硬核知识的生动解读。4.量子物理如何影响世界，量子计算机、量子通信……量子物理未来将有哪些应用。5.牛顿、普朗克、爱因斯坦、玻尔、海森堡、霍金……科学版的《人类群星闪耀时》，兼具科普、哲学、文学、传奇、探险故事、名人传记等多项功能。,https://wfqqreader-1252317822.image.myqcloud.com/cover/39/25622039/t6_25622039.jpg
21,余华,余华作品全集（《活着》等 13 册）,87.1%,5692,本套装收入了余华《活着》、《许三观卖血记》、《兄弟》等13部经典代表作品。,https://wfqqreader-1252317822.image.myqcloud.com/cover/115/23523115/t6_23523115.jpg
22,蒋勋,蒋勋说红楼梦（套装共8册）,87.2%,2530,这是蒋勋在长达半个世纪的时间里，数十次阅读《红楼梦》后的心血之作。无关红学，不涉及考证，作者从青春与美的角度出发，带领读者逐字逐句细读小说本身，梳理《红楼梦》中的人物与情感，探寻书中表达的繁华的幻灭、逝去的哀伤，讲述青春的孤独、寂寞与彷徨。这是一个生命对其余生命的叩问与聆听。跟蒋勋读《红楼梦》，仿佛是在阅读自己的一生。蒋勋说：我是把《红楼梦》当“佛经”来读的，因为处处都是慈悲，也处处都是觉悟。,https://wfqqreader-1252317822.image.myqcloud.com/cover/142/23444142/t6_23444142.jpg
23,阎真,沧浪之水,86.3%,3515,这是一部令人惊骇的小说，有一种道破天机的意味。作者以犀利如刀的文笔和生动逼真的描写，写出省卫生厅公务员、医药学研究生池大为从无职无权、空怀壮志，到时来运转、大展宏图的过程。酸甜苦辣的人生况味，险象环生的升迁之路．你死我活的灵魂搏斗，人情冷暖世态炎凉，无不夺人心魄、发人深思。每个人都能从书中看到社会，找到自己的影子。此书口碑爆棚，是近十余年来唯一持续畅销的当代作家原创长篇小说之一，已由人民文学出版社再版了66次，销量破百万。此书已改编成电视剧《岁月》，由胡军、梅婷、于和伟、王彤主演。,https://wfqqreader-1252317822.image.myqcloud.com/cover/73/674073/t6_674073.jpg
24,江南,龙族（1-4合集）,89.4%,5463,累计销售量达千万册的青春幻想小说，被誉为“东方的《哈利·波特》”，作者江南本人获得2013年中国作家富豪榜榜首的荣誉。主角路明非原本只是一个普通的高中生，在申请留学的时候收到了来自屠龙学院——卡塞尔学院的来信，从此开启了他不平凡的人生，在伙伴陈墨瞳、楚子航、恺撒等人的帮助下，属于龙族的神秘世界逐渐在他们面前展开，路明非神秘莫测的身世也慢慢浮出水面。,https://wfqqreader-1252317822.image.myqcloud.com/cover/334/933334/t6_933334.jpg
25,白姬绾,缥缈（合集）,89.3%,1610,盛唐，长安，百鬼夜行，千妖伏聚。西市坊间，阴阳交界处，有一座神秘虚无的缥缈阁。缥缈阁中，贩卖奇珍异宝，七情六欲。人，妖，鬼，神往来其间。缥缈阁在哪里？无缘者，擦肩难见；有缘者，千里来寻。世间为什么要有缥缈阁？众生有了欲望，世间便有了缥缈阁。,https://wfqqreader-1252317822.image.myqcloud.com/cover/495/25071495/t6_25071495.jpg
26,马伯庸,显微镜下的大明,85.1%,2000,本书讲述的，是六个深藏于故纸堆中的明代基层政治事件。作者从明代的一系列罕见民间档案文书里，挖掘出这些尘封已久的故事。这些档案是中国历史中绝无仅有的奇迹，它们着眼于平民的政治生活，而且记录极为详尽。在这里，我们能看到朴实的百姓诉求、狡黠的民间智慧、肮脏的胥吏手段、微妙的官场均衡之术，从无数个真实的细节里，展现出一幅极其鲜活的政治生态图景。这六个事件聚焦于一府一县乃至一村之内，记录的是最底层平民的真实政治生活：当遭遇税收不公时，他们如何愤起抗争；当家族权益受到损害时，他们如何兴起诉讼；当政治利益与商业利益发生矛盾，他们如何与官府周旋博弈；当朝廷要求整顿户籍，他们又是如何从中造假牟利……《学霸必须死——徽州丝绢案始末》：万历年间，一项不公正的税收政策在徽州府引发了旷日持久的混乱。乱民、县官、州府、户部、首辅、皇帝等诸多利益集团的博弈之局。《笔与灰的抉择——婺源龙脉保卫战》：婺源县一场持续了六十四年的经济争端，反映了一个县级官员，是如何在重大议题上平衡一县之利害的。《谁动了我的祖庙——杨干院律政风云》：歙县一桩民间庙产争夺案。诉讼双方在这场绵延八年的官司中各展所长，用尽心思，上演了一场精彩绝伦的嘉靖法律大戏。《天下透明——大明第一档案库的前世今生》：一个坐落于后湖（玄武湖）中的冷门机构——大明黄册库从建立到衰败的全过程。了解明代的基层统治，是如何一步步垮掉的。《胥吏的盛宴——彭县小吏舞弊案》：一件小到不能再小的官司，却引来了无数贪婪蚊虫的叮咬。胥吏之恶，被刻画得淋漓尽致。《正统年间的四条冤魂》：四个无辜的清白老百姓，是如何裹挟入朝廷斗争的。作者力图以冷静克制的零度叙事，替那些生于尘埃、死于无闻的蝼蚁之辈作传，转述他们湮没于宏达历史中的声音。想要读懂大明，想要读懂中国古代政治，不可只注目于朝堂，亦要听到最底层的呐喊。在一个个普通人的遭遇中，才蕴藏着最真实的规律。,https://wfqqreader-1252317822.image.myqcloud.com/cover/813/24129813/t6_24129813.jpg
27,吴承恩,西游记,88.9%,2102,梦回坎坷艰难的西行，在神魔仙境中畅游，与孙大圣一起龙宫寻宝，大闹天宫，修改生死簿；与唐僧一起去取经西方，看途中风土人情；还有好吃懒做的猪八戒与辛劳的沙僧！偷吃人参果，三打白骨精，莲花洞降妖，收服红孩儿，女儿国奇遇……世界上最经典的神话传奇故事，你不得不看。,https://wfqqreader-1252317822.image.myqcloud.com/cover/418/139418/t6_139418.jpg
28,陀思妥耶夫斯基,罪与罚,91.8%,2458,小说描写穷大学生拉斯柯尔尼科夫受无政府主义思想毒害，认为自己是个超人，可以为所欲为。为生计所迫，他杀死放高利贷的老太婆阿廖娜和她的无辜妹妹丽扎韦塔，制造了一起震惊全俄的凶杀案。经历了一场内心痛苦的忏悔后，他最终在基督徒索尼雅姑娘的规劝下，投案自首，被判流放西伯利亚。作品着重刻画主人公犯罪后的心理变化，揭示俄国下层人民的苦难生活。,https://wfqqreader-1252317822.image.myqcloud.com/cover/789/23303789/t6_23303789.jpg
29,简·奥斯丁,傲慢与偏见,88.7%,1548,《傲慢与偏见》主要讲了奥斯丁的讽刺艺术，不仅表现在某些人物的喜剧性格上，也不仅表现在众多情节的喜剧性处理上，而且还融汇在整个故事的反讽构思中，让现实对人们的主观臆想进行嘲讽。男主角达西最初断定，贝内特家有那么多不利因素，几个女儿很难找到有地位的男人，可后来恰恰是他娶了伊丽莎白。而伊丽莎白呢，她曾发誓决不嫁给达西，可最后还是由她做了达西夫人。再看看那个不可一世的凯瑟琳·德布尔夫人，为了阻止伊丽莎白与她外甥达西攀亲，她不辞辛劳，亲自出马，先是跑来威吓伊丽莎白，继而跑去训诫达西，殊不知正是她这次奔走为两位默默相恋的青年通了信息，促成了他们的美满结合。,https://wfqqreader-1252317822.image.myqcloud.com/cover/166/813166/t6_813166.jpg
30,尹建莉,好妈妈胜过好老师：一个教育专家16年的教子手记,88.6%,1254,《好妈妈胜过好老师》是尹建莉第一部家庭教育著作，是中国家庭教育里程碑之作。2009年一经出版发行，即引起巨大轰动，数年来一直高居各大畅销榜前列，数次登上几大畅销榜榜首，荣获二十多项大奖。在家教类别图书中则是恒定的榜首常青树。受到各学历层次、各年龄层面、各种人群的普遍欢迎。《好妈妈胜过好老师》既有国际视野，又具中国传统文化精髓，紧贴现实生活，颠覆了许多流传已久的错误教育观念，展示了正确教育的做法和魅力。首次把家庭教育著作提升到专业化高度，且文笔流畅，可读性强，改变了长期以来教育专业著作远离生活的现象。本书融专业性、实用性与文学性于一体，在普及优质家庭教育理念方面形成广度和深度，直接推动了中国家庭教育的进步，标志着中国家庭教育理念开始和世界先进水平接轨。,https://wfqqreader-1252317822.image.myqcloud.com/cover/682/174682/t6_174682.jpg
31,卡勒德·胡赛尼,追风筝的人,91.7%,2542,12岁的阿富汗富家少爷阿米尔与仆人哈桑情同手足。然而，在一场风筝比赛后，发生了一件悲惨不堪的事，阿米尔为自己的懦弱感到自责和痛苦，逼走了哈桑，不久，自己也跟随父亲逃往美国。成年后的阿米尔始终无法原谅自己当年对哈桑的背叛。为了赎罪，阿米尔再度踏上暌违二十多年的故乡，希望能为不幸的好友尽最后一点心力，却发现一个惊天谎言，儿时的噩梦再度重演，阿米尔该如何抉择？,https://wfqqreader-1252317822.image.myqcloud.com/cover/339/546339/t6_546339.jpg
32,安托万·德·圣埃克苏佩里著 李继宏译,小王子,90.8%,2542,3D动画奇幻电影《小王子》中文配音版于2015年10月16日中国上映！这是一本足以让人永葆童心的不朽经典，被全球亿万读者誉为最值得收藏的书。翻开本书，您将看到遥远星球上的小王子，与美丽而骄傲的玫瑰吵架负气出走，在各星球漫游中，小王子遇到了傲慢的国王、酒鬼、惟利是图的商人，死守教条的地理学家，最后来到地球上，试图找到治愈孤独和痛苦的良方。这时，他遇到一只奇怪的狐狸，于是奇妙而令人惊叹的事情发生了…… 《小王子》犹如透亮的镜子，照出了荒唐的成人世界。她在提醒我们，只有爱，才是最高的哲学，才是我们活下去的唯一理由。,https://wfqqreader-1252317822.image.myqcloud.com/cover/212/216212/t6_216212.jpg
33,余华,许三观卖血记（第3版）,88.5%,1428,本书在国内外引起了巨大轰动！小说以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。讲述了许三观靠着卖血渡过了人生的一个个难关，战胜了命运强加给他的惊涛骇浪，而当他老了，知道自己的血再也没有人要时，他哭了。法国《读书》杂志在评论《许三观卖血记》时说道：这是一部精妙绝伦的小说，是朴实简洁和内涵意蕴深远的完美结合。本书获美国巴恩斯-诺贝尔新发现图书奖，入选中国百位批评家和文学编辑评选的“20世纪90年代最有影响的10部作品”。,https://wfqqreader-1252317822.image.myqcloud.com/cover/465/834465/t6_834465.jpg
34,杨绛,我们仨,91.0%,1449,1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨绛用心记述了他们这个特殊家庭63年的风风雨雨、点点滴滴，结成回忆录《我们仨》。,https://wfqqreader-1252317822.image.myqcloud.com/cover/626/858626/t6_858626.jpg
35,麦家,人生海海,85.9%,4386,一个传奇而充满人生况味的故事。一位原本风光无限的“上校”，一生赢了无数场仗，最后却败给一个不足道的秘密。故事围绕这个秘密展开，在守护欲与窥探欲的对抗中推进。离奇的故事里藏着让人叹息的人生况味，既有日常滋生的残酷，也有时间带来的仁慈。,https://wfqqreader-1252317822.image.myqcloud.com/cover/764/25131764/t6_25131764.jpg
36,马伯庸,长安的荔枝,96.3%,7164,天宝十四年，长安城的小吏李善德突然接到一个任务：要在贵妃诞日之前，从岭南运来新鲜荔枝。荔枝“一日色变，二日香变，三日味变”，而岭南距长安五千余里，山水迢迢，这是个不可能完成的任务，可为了家人，李善德决心放手一搏。在胡商等人的帮助下，李善德靠着精密计算和反复试验，确定了保存方法和转运路线，将时长控制在十一天，运鲜荔枝之事终得落实。万事俱备，李善德却没料到，横亘在他面前的一座大山，是官场。 李善德还是运来了鲜荔枝，为此，他失去了朋友，又险些丢掉性命，却始终没有失去为人为官的本心。官场诡谲，而初心未改，反使得他在乱世中得以保全。,https://rescdn.qqmail.com/weread/cover/224/3300003224/t6_3300003224.jpg
37,弗雷德里克·巴克曼,一个叫欧维的男人决定去死,92.0%,2179,认识一下欧维。他59岁，脾气古怪，嫌东嫌西，带着坚不可摧的原则、每天恪守的常规以及随时发飙的脾性在社区晃来晃去，被背地里称为“地狱来的恶邻”。他每天一大早就四处巡视，搬动没停进格线的脚踏车，检查垃圾是否按规定分类，抱怨谁家的草坪还不修剪，诅咒那只掉了毛的流浪猫。没完没了。他想自杀。直到一个十一月的早晨，当一对话痨夫妇和他们的两个话痨女儿搬到隔壁，不小心撞坏了他的邮筒……看哭全北欧的瑞典票房冠军电影同名原著小说，韩国治愈系男神池昌旭温情推荐。,https://wfqqreader-1252317822.image.myqcloud.com/cover/146/814146/t6_814146.jpg
38,林奕含,房思琪的初恋乐园,86.5%,3206,令人心碎却无能为力的真实故事。痛苦的际遇是如此难以分享，好险这个世界还有文学。这是一部惊人而特别的小说，小说作者既具有高度敏锐的感受力、又是一个近距离目击者，使这整件事像一个“幸存的标本”那样地被保留下来。整本书反覆地、用极度贴近被侵害者的视角，直直逼视那种“别人夺去你某个珍贵之物”的痛苦——且掠夺之人是以此为乐。,https://wfqqreader-1252317822.image.myqcloud.com/cover/92/923092/t6_923092.jpg
39,周岭,认知觉醒：开启自我改变的原动力,88.7%,9345,为什么我们做事总是急于求成、避难趋易？所谓有耐心，就是要“咬牙坚持、死磕到底”？如何不再用“三分钟热情”和“打鸡血”的方式做事？如何保持极度专注？如何消除焦虑？如何提高学习能力？这是一部可以穿透时间的个人成长方法论。7大底层概念，20个成长关键词，助你彻底走出焦虑与迷茫，拥有清醒的认知、清楚的目标、清晰的路径、清爽的情绪。通过“大脑构造、潜意识、元认知”等思维规律，你将真正看清自己；通过“深度学习、关联、反馈”等事物规律，你将真正看清世界，提升自控力、专注力、学习力……只有洞悉底层的内在规律，我们才能真正开启自我改变的原动力。,https://wfqqreader-1252317822.image.myqcloud.com/cover/204/33628204/t6_33628204.jpg
40,鲁迅,狂人日记,91.1%,1728,本书收录了鲁迅的小说集《呐喊》和《彷徨》的全部篇幅。鲁迅的小说数量不多，却篇篇经典，其内容多取材于病态的现实社会，对国民灵魂、知识分子的命运进行了深刻思考，同时善于从国家、民族生死存亡的高度，来认识、发掘问题的内在本质，铸造典型的艺术形象，因而具有极高的艺术价值。鲁迅的作品，不愧为中国社会从辛亥革命到第一次国内革命战争时期的一面镜子，堪称现代文学的典范。,https://wfqqreader-1252317822.image.myqcloud.com/cover/652/23507652/t6_23507652.jpg
121,欧·亨利,欧亨利短篇小说精选,85.1%,905,本书精选了欧·亨利以不同背景创作的二十八篇作品——所有著名代表作品均已包含其中，并特别收录了他一生中最后一篇尚未完成的小说《梦》。在这些作品中，欧·亨利以风趣犀利的语言解构了生存的种种窘迫，用峰回路转的结尾为人生扩展出无数的可能性。正如他在小说《麦琪的礼物》中所言：人世间所谓的生活是由哭泣、抽噎、破涕为笑组合而成的。而他的文章如同冬夜里一盏小小的烛火，让你在想要落泪的时候，绽开一个“泛着泪光的微笑”。,https://wfqqreader-1252317822.image.myqcloud.com/cover/153/547153/t6_547153.jpg
122,周梵,先学会爱自己，再遇见对的你,83.5%,533,幸福心理学关系教练、女性自爱力探索者周梵2019年重磅新作！只有爱上真实的自己，他才会好好来爱你！周梵老师将自己十四年爱情、婚姻经历，再加上千个来访者真实咨询案例，打造千万都市男女都需要的亲密关系修炼指南！99%的亲密关系问题其实是出现在自己身上，请把幸福的选择权放在自己手里！跟随周梵老师，修好爱的私教课，让幸福流动！如果你曾在亲密关系中遇到困难，请你跟随周老师学习以下方法：戒除自己的“好人瘾”，真实地表达自己；用来控制别人的东西，都会反过来控制自己；不要让自己成为过度付出者或过度索取者；所有的伪装都会带来对自我和关系的消耗；成熟意味着看到另一个人的多元性与复杂性；,https://wfqqreader-1252317822.image.myqcloud.com/cover/732/23921732/t6_23921732.jpg
123,陈磊·混知团队 陈晋,漫画百年党史·开天辟地（1921—1949）,94.1%,431,“漫画中共党史”丛书之一。书稿以详略得当、脉络清晰、生动有趣的漫画形式，以突破以往又厚重又严肃的党史类书籍的写作方式为创作宗旨，通过手绘漫画讲述党史故事。本卷的起止时间为1919年—1927年。书稿从中共成立前夕的五四运动讲起，重点讲述中共一大、第一次国共合作、五卅运动、大革命、北伐、大革命失败、南昌起义这一阶段党史上这一系列重大事件发生的背景、经过及影响，反映中国共产党从成立之初到建立自己的武装的历史过程。,https://wfqqreader-1252317822.image.myqcloud.com/cover/528/40757528/t6_40757528.jpg
124,陈磊·半小时漫画团队,半小时漫画历史系列（共7册）（中国史1-5+世界史1-2）,91.8%,2426,混子哥新作！看半小时漫画，通古今中外历史！其实是严谨的极简中国史+世界史。从春秋战国到宋元明清，从四大文明古国到欧洲、日本、美国……翻开本书，在笑出腹肌的同时通晓历史。《半小时漫画中国史1-5》：春秋战国像个班级；大秦过把瘾就死；楚汉之争八卦多；三国就三大战役；大唐盛世开门红；两宋繁荣特有钱；元朝皇帝换得快；大明皇大多逃不开斗外敌、斗奸臣、平内乱三件事；清朝皇帝非常努力，但挡不住世界改革的浪潮……《半小时漫画世界史1-2》：简到崩溃的极简欧洲史、美国往事三部曲、一口气就能读完的日本史。四大文明古国组团出道，为啥只剩中国屹立不倒？翻开本书，在铺天盖地的段子中，看懂另外三大文明古国的前世今生！,https://wfqqreader-1252317822.image.myqcloud.com/cover/55/39111055/t6_39111055.jpg
125,李玫瑾,心理抚养,93.8%,2275,心理抚养是一种全新的育儿理念。在养育孩子的过程中，父母往往特别重视孩子是否吃饱穿暖、身高体重如何、是否活泼健康，把这些当成爱的全部，却因为疏于了解、关注婴幼儿、青少年的心理健康，从而导致孩子在成长过程中产生了一些难以逆转的心理困境，特别是进入青春期后，会出现拒绝交流、出走、顶撞、不合群、学习困难等问题。对此，心理学专家李玫瑾在《心理抚养》一书中向父母传递了这样一种理念：养育孩子，心理抚养比物质抚养更加重要。作者认为，心理抚养主要包括情感、性格、观念、能力四个方面，父母必须参与心理抚养的全过程，通过陪伴与关爱获得孩子的依恋感，进而获得管教孩子、“立规矩”的资本。家长通过参与孩子成长，进行情感抚育，教他做人做事，这种心理抚养比满足孩子的物质需求更重要。“父母亲自陪伴孩子成长，比给孩子挣钱更有价值”，我们不能错过塑造孩子未来人生的最佳和最关键时期。,https://wfqqreader-1252317822.image.myqcloud.com/cover/909/41599909/t6_41599909.jpg
126,一行禅师,佛陀传：全世界影响力最大的佛陀传记,92.5%,928,享誉海内外的佛学大师一行禅师经典作品，他沉稳迷人地讲述了佛陀80岁的完整一生，佛法的起源与奥妙，就这样在您面前徐徐展开。无论你有没有佛学根基，阅读本书，都是一次充满喜乐和感动，受益匪浅的修行。自从1991年在美国初次出版以来，二十多年的时间，《佛陀传》已成为全世界佛学爱好者的入门书。一行禅师沉稳迷人地讲述了佛陀释迦牟尼从出生、成长、出家、修行、得道、弘法，直至灭寂的完整一生。娓娓道来的佛陀生平故事，融汇着佛法的精深奥妙；无论你有没有佛学根基，阅读《佛陀传》，都是一次充满喜乐和感动，受益匪浅的修行。,https://wfqqreader-1252317822.image.myqcloud.com/cover/241/24020241/t6_24020241.jpg
127,伊丽莎白·吉尔伯特,女孩之城,92.4%,1040,1940年，二战伊始，19岁的富家少女薇薇安从瓦萨学院退学，投奔在纽约经营莉莉剧院的姑姑佩格。在这个华丽却摇摇欲坠的老式剧院里，薇薇安发掘了自己设计戏服的天赋，认识了一群影响她一生的女人：纵情声色，梦想用美貌征服世界的舞女西莉亚；从头到脚都严肃平庸，却是特立独行的姑姑所深爱恋人的奥利芙；视戏剧如生命的英国女演员、没有一刻不美的风格教母艾德娜；看上去荒唐透顶，却对人生很有想法的二手服装店古怪少女玛乔丽。借由她们，薇薇安经历了一场从身体到思想的解放，在纽约尽情去体验她所理解的魅力与自由。直到一次意外的性丑闻事件发生，薇薇安仓皇逃离纽约，由此开始了迈向成熟的自我之旅…… 70年后，89岁的薇薇安用一封长信，给一个名叫安吉拉的女权主义者讲述自己这一生的经历：她眼中的纽约，这座“她们的城”中闪耀迷醉的日日夜夜，她对缝纫与服装的热爱，她的耻辱与伤痛，她所领悟到的爱与自由……终其一生，她都没有成为那个时代所希望她成为的“淑女”，但这个世界多了一个真实的薇薇安·莫里斯，她循着内心的火焰度过了一生。,https://wfqqreader-1252317822.image.myqcloud.com/cover/401/32042401/t6_32042401.jpg
128,列夫·托尔斯泰,安娜·卡列尼娜（经典译林）,83.8%,1217,《安娜·卡列尼娜》是托尔斯泰第二部里程碑式的长篇小说，创作于1873—1877年。作品由两条既平行又相互联系的线索构成：一条是安娜与卡列宁、伏伦斯基之间的家庭、婚姻和爱情纠葛；一条是列文和吉娣的爱情生活及列文进行的庄园改革。安娜是一个上流社会的贵妇人，年轻漂亮，追求个性解放和爱情自由，而她的丈夫却是一个性情冷漠的“官僚机器”。一次在车站上，安娜和年轻军官伏伦斯基邂逅，后者为她的美貌所吸引，拼命追求。最终安娜堕入情网，毅然抛夫别子和伏伦斯基同居。但对儿子的思念和周围环境的压力使她陷入痛苦和不安中，而且她逐渐发现伏伦斯基并非一个专情的理想人物。,https://wfqqreader-1252317822.image.myqcloud.com/cover/175/856175/t6_856175.jpg
129,毕飞宇,推拿（茅盾文学奖获奖作品）,84.7%,629,茅盾文学奖获奖作品！柏林国际电影节银熊奖、台湾电影金马奖获奖电影《推拿》原著小说，电影由秦昊、郭晓东、黄轩、张磊、梅婷等人主演。本着对盲人最大的尊重与理解，描述了一群盲人按摩师独特的生活，细微而独到，深入到了这一特殊群体的心灵。在这群鲜活的人群里，有野心勃勃的创业者沙复明、张宗琪，有陷入爱情为结婚发愁的王大夫、小孔，有陷入欲望和伦理纠葛中的小马，有在传奇爱情中受伤的泰来，有大胆泼辣不远千里地主动追求爱情的金嫣，有“美”得不可胜收又突然凋零的都红。每一个故事都透露出凄美与动人，无不表现了尊严、爱、责任、欲望在人生中的纠结。而这些人生的矛盾与挣扎，在黑暗的世界里似乎显得愈发敏感。小说最大的意义在于，写出了残疾人的快乐、忧伤、爱情、欲望、狂想，打破了我们对残疾人认知的情感牢笼。,https://wfqqreader-1252317822.image.myqcloud.com/cover/39/674039/t6_674039.jpg
130,欧文·亚隆,当尼采哭泣,89.2%,773,心理学大师欧文·亚隆经典心理小说，2007年被拍成同名电影。当名医遇到哲学超人，演绎出心理咨询的诞生过程！初级心理咨询师推荐必读书目！ 如诗般的语言，精心的故事设计，巧妙的编剧手法，其悬疑程度堪比《嫌疑人x的献身》。书中人物来自真实的历史：尼采、布雷尔、弗洛伊德和莎乐美，开启一段扣人心弦的故事。从内容来说，本书探讨的话题涵盖面很广，你可以看到中年危机、女性意识、婚姻问题、操纵与索求、情绪勒索、自我探索、现实问题等话题，以及歇斯底里症、强迫性思想、偏头痛、焦虑等病征的描述。,https://wfqqreader-1252317822.image.myqcloud.com/cover/799/855799/t6_855799.jpg
131,余秋雨,文化苦旅,85.3%,954,本书于1992年首次出版，是余秋雨先生1980年代在海内外讲学和考察途中写下的作品，是他的第一部文化散文集。全书主要包括两部分，一部分为历史、文化散文，另一部分为回忆散文。该书以文采飞扬、知识丰厚、见解独到备受万千读者喜爱。由此开创“历史大散文”一代文风，令世人重拾中华文化价值。,https://wfqqreader-1252317822.image.myqcloud.com/cover/142/600142/t6_600142.jpg
